uuid,orig_id,path,sharpness
d2ff786c-9c76-4dc9-9c43-36a3fc79d630,900827714108181,thumb_256/900827714108181.jpg,9355.922733233716
77dbb221-4fa5-430f-b36c-efaa98d3cc2a,164278142171810,thumb_256/164278142171810.jpg,6865.68743185988
646ce543-4c37-4263-b175-9a9c53885c7f,1168148646979651,thumb_256/1168148646979651.jpg,22202.775330195847
2c0d10f9-064f-4381-97d1-38ae583bf005,2903228446631757,thumb_256/2903228446631757.jpg,39605.36077418892
172d1828-7f11-47e5-9ff8-b0c862784e05,3939556256127093,thumb_256/3939556256127093.jpg,24232.707643390335
b5b458db-4562-4eb1-9b80-4847f441ceb6,943047969789794,thumb_256/943047969789794.jpg,27608.171042560014
04f8920b-b19c-4e83-8d39-bc18c17cbe1e,5952756641408855,thumb_256/5952756641408855.jpg,41488.48996609903
49edec7b-825c-4024-915c-37914b868108,485250466072923,thumb_256/485250466072923.jpg,25931.980666573814
17d50c04-4584-4424-933c-d56b52db6f40,1203275976776462,thumb_256/1203275976776462.jpg,27808.43407388349
a8c245e1-fa3e-4627-9b5d-5edd944be531,182209243759412,thumb_256/182209243759412.jpg,34911.59105662801
b1890d95-d8d9-415c-bad3-08a20d67a506,465248434704924,thumb_256/465248434704924.jpg,19035.636018378795
c5dd57c0-002a-4ad8-b010-33c65f3654d6,909883863178181,thumb_256/909883863178181.jpg,8186.342623678671
8af3e26d-3d8c-412b-8e18-b47f778adfdd,258593146046838,thumb_256/258593146046838.jpg,21170.83598203826
68f1982c-ed87-4eeb-8c2e-964677f53224,801111397470476,thumb_256/801111397470476.jpg,59406.524812389536
5c708556-8b84-4805-916c-f8c054da262a,1741943346148817,thumb_256/1741943346148817.jpg,49594.00042513892
10f2a73e-8225-4278-a432-b242a35e2305,690011691726741,thumb_256/690011691726741.jpg,44268.56345749647
e6a650aa-4287-40d3-9bdb-4c12f8c96621,480626799920012,thumb_256/480626799920012.jpg,37543.41878716187
377ad803-825b-4079-97ed-daac2a2815b6,412892546734396,thumb_256/412892546734396.jpg,29676.902334585346
bc516620-e0aa-4d9b-9489-bea220bcfbca,1096702940854508,thumb_256/1096702940854508.jpg,43368.76830352692
41b80fb4-9080-4fde-a486-afe663a13d80,363383081783217,thumb_256/363383081783217.jpg,27431.295478108896
8e990077-070e-4d15-9d59-94b7ef691734,365413451530341,thumb_256/365413451530341.jpg,37385.063084090536
30f3aa58-ffa4-4c00-81d1-8457ee719977,459425998492047,thumb_256/459425998492047.jpg,41860.954881184254
ee6740e0-50bf-431a-8ca9-7500b4c4758a,778509269718835,thumb_256/778509269718835.jpg,21845.92648737935
048a71fd-471d-46e8-93b1-dfd48386bedb,1415547282127194,thumb_256/1415547282127194.jpg,25193.592065452252
627ce6a4-1470-4c2e-8532-dcf682fdb449,920298935485230,thumb_256/920298935485230.jpg,22249.316906328437
aada611d-010a-4d72-8c30-267244c404f7,816104762323995,thumb_256/816104762323995.jpg,26824.523770390195
52376054-4fd5-4f4a-b2ef-5935e0f5b932,491601622039654,thumb_256/491601622039654.jpg,2976.7038806832525
83d585f6-f937-4f11-b852-823a2ad48e71,339916901033460,thumb_256/339916901033460.jpg,10114.758392137488
41c34a6c-5d84-4771-904c-f392d3fa2d51,310345234006378,thumb_256/310345234006378.jpg,28490.845367243444
2755a9a2-0ef9-4091-b135-159349557c4c,333774211705077,thumb_256/333774211705077.jpg,20588.550148971917
c649408d-9822-4ad9-8b80-20006bd19609,213671460207180,thumb_256/213671460207180.jpg,40814.99318636829
c0d9ba18-832c-43b9-9770-76d42a05efb3,856210768440325,thumb_256/856210768440325.jpg,41803.13936559346
90a53fbe-ccb4-4c7b-b00d-f3c587ba24a7,934015137411869,thumb_256/934015137411869.jpg,43375.36938133704
3bfe2896-39f1-404e-9a7c-4846af02e974,138062764975116,thumb_256/138062764975116.jpg,10058.916339893369
a5c0ac11-73a6-4bfa-a77d-11fae4b06e87,945095582923509,thumb_256/945095582923509.jpg,21646.187818482987
562504e9-a070-4f5b-8eba-9f188a84c489,840867893166491,thumb_256/840867893166491.jpg,38303.45950892457
bb191990-e0dd-4e11-a47d-5bb604e3c039,1079856182423878,thumb_256/1079856182423878.jpg,28843.364207770577
6b022d12-29c2-4db9-abff-23bdb220c1ff,368080534583749,thumb_256/368080534583749.jpg,16393.387372797708
b5ed9dcd-f476-4cb2-9974-bbd8fba0e791,1438583173161036,thumb_256/1438583173161036.jpg,29919.097164120623
71a215b3-4712-46cb-86ca-18ee78419b90,309321380722816,thumb_256/309321380722816.jpg,34649.25274204614
bba4c7ac-a84c-4b53-a5f1-d64d1615d092,310974347092263,thumb_256/310974347092263.jpg,31149.531184128646
12bdc130-a7f6-4711-86a4-3bca402b6a0b,3982966695106084,thumb_256/3982966695106084.jpg,38380.38261137122
4d3920b3-10c6-4ef2-8054-8b69fe8efd45,786124959006776,thumb_256/786124959006776.jpg,27881.156685700298
4e7bccf9-45b3-4656-a044-9d8463e0fdac,4568052283223114,thumb_256/4568052283223114.jpg,23349.104695746744
5bc0f634-fd78-468d-bd02-e4bcf11d7eb2,823872354899196,thumb_256/823872354899196.jpg,33387.64585512335
97972b78-43c3-426c-92c4-2bc8ac449a66,3893461284077509,thumb_256/3893461284077509.jpg,20462.879617434497
e9e5fc8d-1aee-46f8-8b5c-b152aa72611d,3031070500444742,thumb_256/3031070500444742.jpg,3128.3533680974315
cc625f0c-2eb9-47c4-bdc6-a97de016a143,937141723707232,thumb_256/937141723707232.jpg,15010.439736163367
7d46a706-7212-4461-b7d9-13d90cbd53e0,1128023304365775,thumb_256/1128023304365775.jpg,23505.072736551556
c8ac97b1-dc65-476b-a8d7-a75a1b41d3c1,132400192264051,thumb_256/132400192264051.jpg,29745.8901189053
f18c8597-4957-4bd0-b15e-c595efaa8fa4,1340377626347270,thumb_256/1340377626347270.jpg,23260.05006904944
bc4bcf7f-1030-4890-9982-8b7ef6effd20,471843773885098,thumb_256/471843773885098.jpg,12653.158652671567
ccfe3977-2c2f-4677-bf2e-00950f733765,798249654141272,thumb_256/798249654141272.jpg,38879.386855221084
8cd3c04f-c17d-418d-8e75-d988e9d96dca,289595482846844,thumb_256/289595482846844.jpg,30962.493997288857
ee4f1148-4529-498e-8fdd-f938343b4250,474323063837343,thumb_256/474323063837343.jpg,23299.337970753288
cb5c82fa-ffd4-4e62-9548-8b23004ffc6d,478080760183068,thumb_256/478080760183068.jpg,26823.641641180315
b4dd5e51-f525-49f2-98e6-c20ded6725b8,848173042439517,thumb_256/848173042439517.jpg,29791.87598743028
5b831453-c5be-4a7c-9239-2b2cab0746c6,937712993466730,thumb_256/937712993466730.jpg,15566.956193972068
95b168cd-d63d-43d5-89d2-028afc1a24a8,1406024156410722,thumb_256/1406024156410722.jpg,39741.94908326241
21625ccb-1545-4148-9cfb-c3ebb403d691,495074934870176,thumb_256/495074934870176.jpg,24153.034402960333
f65f1e95-b162-4b6f-9a59-284f203e94de,1598858520325016,thumb_256/1598858520325016.jpg,32002.970079712253
af3774dc-e960-42bd-a615-d4caedbe768c,160807189384283,thumb_256/160807189384283.jpg,37973.56981629777
a6f79dc1-d427-409a-8c46-bf5b25dc8e57,1400119457028039,thumb_256/1400119457028039.jpg,35651.34371462157
7d1c4f24-0461-4f9d-b32f-24ceb2e44579,512670683416951,thumb_256/512670683416951.jpg,7696.670662454941
c6463f81-d85e-4499-8061-ad5bc54f5f5e,199418925147679,thumb_256/199418925147679.jpg,34158.02227983041
0e4295fd-fc34-44ac-8d27-dc5568644b6d,1930479703776812,thumb_256/1930479703776812.jpg,35498.92477759469
24978fa7-4576-42cf-93e4-67b4afc2228b,454082528997926,thumb_256/454082528997926.jpg,22479.26922876057
70c810b7-b0b3-4cfb-acb5-5ca12acd42e9,934310940638186,thumb_256/934310940638186.jpg,23857.801286738846
57b61c09-d779-4361-b1b8-3bdbe050bc82,669157673872177,thumb_256/669157673872177.jpg,22766.683215780224
8882eb2e-b3a5-496e-920d-c6267544a528,293758918977677,thumb_256/293758918977677.jpg,19137.105958206426
97ddfc30-387f-426e-905e-f1428d174a56,1196046444169120,thumb_256/1196046444169120.jpg,10276.322633319187
6f1c246c-b1d6-4418-b7d7-dd20c18f1d81,2526607837463124,thumb_256/2526607837463124.jpg,20008.865284488107
93d76b00-9562-4b3b-b3ff-e568822e620b,733715700633727,thumb_256/733715700633727.jpg,36199.53932118694
5c41ac7d-8bb0-4b08-a9bc-5bf4c931007a,291823429073905,thumb_256/291823429073905.jpg,46539.821025744845
d0b752f5-010e-4536-a309-ec830c269f16,444888123166252,thumb_256/444888123166252.jpg,17378.732395153682
044fce8f-1409-4c90-ab25-92b7042e4402,2469824089830169,thumb_256/2469824089830169.jpg,21728.617242842596
6c5b95d1-1c6c-4148-a431-88f83cd808ed,489557669049365,thumb_256/489557669049365.jpg,30367.981135495153
21b24e46-86f2-4b94-ac8f-c19bae4add12,185943893352916,thumb_256/185943893352916.jpg,32496.309219642182
1cb3a815-28bb-4419-9aec-4b5fcf6ad700,483736302909481,thumb_256/483736302909481.jpg,19926.877557391952
180b8aa1-2ff6-41c8-a8ce-4e46ef82ed6c,5674470509290839,thumb_256/5674470509290839.jpg,39297.78988863357
4a107cb1-2340-4ede-b052-2d18d5ff37a7,471374293970498,thumb_256/471374293970498.jpg,21703.27534993836
1d88b118-f9b2-41d9-ae63-de84d8a85e21,622046789195142,thumb_256/622046789195142.jpg,8002.556314886545
5e02447c-3266-4eb7-9bf4-ca96e96ba3de,1116983782140526,thumb_256/1116983782140526.jpg,22076.814331530688
8b2df4dd-0f74-47e3-97ce-0340d351f529,1374871622887133,thumb_256/1374871622887133.jpg,28383.254013836635
2baf3a1d-d67c-494c-860c-ce3f72dcf17f,811704796113455,thumb_256/811704796113455.jpg,23274.99651019846
9103fda2-6966-4c4b-9a53-d029dcdd4043,246365203907476,thumb_256/246365203907476.jpg,14885.380539860103
194ec7fd-cb9e-446a-b43b-7be29c7bd3a3,329837088564838,thumb_256/329837088564838.jpg,44354.38968460086
a73ae5e4-5a74-41e9-829b-243fc8766666,327336642311150,thumb_256/327336642311150.jpg,34580.9025104171
c5a35999-6cf9-40c4-97b2-96eeb0f48c1c,487884762524953,thumb_256/487884762524953.jpg,8856.729154435563
69f0dff9-8bff-4b14-af35-0682e28144de,756483098356323,thumb_256/756483098356323.jpg,10656.30901055706
c752d342-a794-40cf-9aa3-655d7bb88119,2083359985153050,thumb_256/2083359985153050.jpg,26448.354710461084
67f7ae97-6baf-40e1-94cd-f56ef851dddc,323594919287858,thumb_256/323594919287858.jpg,28373.07239104153
7bf07ade-8223-4469-b53d-746353154b13,2964792653797034,thumb_256/2964792653797034.jpg,21327.369363975195
e108e14a-e558-4f26-b7c5-a17020bc12d5,3671413519630730,thumb_256/3671413519630730.jpg,48321.0990453301
